ts_code,symbol,name,list_date,delist_date,market,list_status,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,low_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,vol_shrink,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,low_base_growth_flag,esp_z,esp_score,egs_base,mult,deduct,final_score,tier,downgrade_reasons,score_penalty_reasons,entry_flag,cninfo_flag,run_date
603345.SH,603345,安井食品,20170222,,主板,L,252340146.75,9.403005652833297,食品加工,食品饮料,801124.SI,340000,79.35,15.7455,14.9676,1.8586,1.7636,2327289.7309,2327289.7309,217777496.79999998,True,0,0,False,False,81.49,70.11,5.701345410949776,-17.360966465319727,-2.626089090685979,False,9.403005652833297,1.4255967496190958,21.56,36.8,419764179.6,95.7474,,,3505557103.14,166.7885,3.416,0,2327289.7309,217777496.79999998,1.0,1.5,PASS,False,0.23404255319148937,21.56,36.8,-16.695,54.949999999999996,,15.7455,1.8586,3.416,0.7303107606679036,18.484333333333336,0.0,0.0,79.35,81.49,False,0,50.0,,1.0,1,1,100.0,1,1.2809156373133845,False,5.701345410949776,,-0.006481293683631523,False,False,食品加工,54.949999999999996,False,1.1507048801651791,68.0,78.6,1.0,0.0,78.6,Tier1,,,可直接观察,回测跳过,20240731
600161.SH,600161,天坛生物,19980616,,主板,L,247655196.09999996,7.386609071274308,生物制品,医药生物,801152.SI,370000,24.86,44.2904,38.728,4.7653,0.4904,4915745.4148,4915745.4148,203377670.8,True,0,0,False,False,26.08,22.91,0.6477732793522373,-17.160946351216268,-4.677914110429448,False,7.386609071274308,1.4255967496190958,23.82,29.35,313481082.28,98.9917,,,2856260971.62,90.8106,3.1728,0,4915745.4148,203377670.8,1.0,1.5,PASS,False,0.7021276595744681,23.82,29.35,-5.92,35.660000000000004,,44.2904,4.7653,3.1728,1.859378673383711,41.835649999999994,0.0,0.0,24.86,26.08,False,0,50.0,,0.8333333333333334,1,1,100.0,2,1.430679076588759,False,0.6477732793522373,,0.0039620377202669345,False,False,生物制品,35.660000000000004,False,1.622540148381456,68.0,78.6,1.0,0.0,78.6,Tier1,,,可直接观察,回测跳过,20240731
002138.SZ,002138,顺络电子,20070613,,主板,L,501964174.70000005,5.367793240556673,元件,电子,801083.SI,270000,26.5,33.359,28.3891,3.6122,3.7172,2136743.6381,2004685.2421,467834347.4,True,0,0,False,False,29.24,24.16,2.992615623785455,2.1588280647648395,-9.370725034199722,False,5.367793240556673,1.4255967496190958,156.73,60.88,157555540.77,92.5903,,,1428910104.09,98.8938,2.8811,0,2136743.6381,467834347.4,1.0,1.5,PASS,False,0.723404255319149,156.73,60.88,20.97,156.73,,33.359,3.6122,2.8811,0.21284374401837558,43.85735882352941,0.0,0.0,26.5,29.24,False,0,50.0,,0.7777777777777778,1,1,100.0,6,4.705799471086269,False,2.992615623785455,,0.014812187262435933,False,False,元件,156.73,False,1.1209796141896344,68.0,78.6,1.0,0.0,78.6,Tier1,,,可直接观察,回测跳过,20240731
600436.SH,600436,片仔癀,20030616,,主板,L,466767029.54999995,5.793137742416721,中药,医药生物,801155.SI,370000,212.75,45.8847,43.1264,9.3916,0.3789,12835573.6428,12835573.6428,540085241.5999999,False,0,0,False,False,232.28,197.1,2.777777777777768,-11.442723942723942,-8.407955915274668,False,5.793137742416721,1.4255967496190958,28.23,15.26,988351605.9,101.4207,,,7860277655.01,45.3828,7.0338,0,12835573.6428,540085241.5999999,1.0,1.5,PASS,False,0.46808510638297873,28.23,15.26,0.33,28.23,,45.8847,9.3916,7.0338,1.6253878852284804,42.842591666666664,0.0,0.0,212.75,232.28,False,0,50.0,,0.8181818181818182,1,1,85.0,4,5.892030147480021,True,2.777777777777768,,-0.03936628595886086,False,False,中药,28.23,False,0.56542184143075,50.0,67.5,1.0,0.0,67.5,Tier1,,,可直接观察,回测跳过,20240731
002371.SZ,002371,北方华创,20100316,,主板,L,1859076300.1,8.147353136146984,半导体,电子,801081.SI,270000,342.6,46.6592,41.0307,7.227,1.118,18192733.6886,18176931.2636,1574435152.0,True,0,0,False,False,359.1,301.05,4.133738601823711,9.523352833988685,-4.594820384294063,False,8.147353136146984,1.4255967496190958,100.91,70.05,1072494911.14,95.2017,,,7293929791.74,19.4979,4.5102,0,18192733.6886,1574435152.0,1.0,1.5,PASS,False,0.9361702127659575,100.91,70.05,31.1744,100.91,,46.6592,7.227,4.5102,0.4623843028441185,126.5539125,10.0,0.0,342.6,359.1,False,0,50.0,,0.6,0,1,55.0,7,1.242310567669957,False,4.133738601823711,,0.0065407648358254975,False,False,半导体,100.91,False,0.43743419506635617,50.0,52.5,1.0,0.0,62.5,Tier1,,,可直接观察,回测跳过,20240731
601601.SH,601601,中国太保,20071225,,主板,L,666958573.9499999,3.2855644879412838,保险,非银金融,801194.SI,490000,29.55,10.4297,10.379,1.146,0.4162,28428108.9995,20227097.4995,604294624.0000001,True,0,0,False,False,29.87,27.12,3.757022471910121,11.50943396226416,-1.0713090056913344,False,3.2855644879412838,1.4255967496190958,1.5,-27.2,11752000000.0,99.9405,,,80126000000.0,354.5125,4.6344,0,28428108.9995,604294624.0000001,1.0,1.5,PASS,False,0.0425531914893617,1.5,-27.2,-23.5,0.75,,10.4297,1.146,4.6344,6.953133333333334,17.03306,10.0,0.0,29.55,29.87,False,0,50.0,,0.6,0,1,50.0,2,0.0,False,3.757022471910121,,0.014681646269138619,False,False,全市场,0.75,False,0.7487405212928332,50.0,50.0,1.0,0.0,60.0,Tier1,,,可直接观察,回测跳过,20240731
600487.SH,600487,亨通光电,20030822,,主板,L,588594065.0000001,1.7670157068062853,通信设备,通信,801102.SI,730000,15.55,17.8109,16.8856,1.4832,1.119,3835772.3916,3835772.3916,541241791.4,True,0,0,False,False,16.5,14.51,-2.1397105097545666,12.355491329479772,-5.757575757575751,False,1.7670157068062853,1.4255967496190958,13.9,31.74,411303403.19,80.1644,,,5343622890.62,29.0038,1.9784,0,3835772.3916,541241791.4,1.0,1.5,PASS,False,0.7446808510638298,13.9,31.74,-9.568850000000001,33.0377,,17.8109,1.4832,1.9784,1.2813597122302158,47.1658,10.0,0.0,15.55,16.5,False,0,50.0,,0.75,1,0,55.0,3,2.1657828918335733,False,-2.1397105097545666,,-0.007560557961339998,False,False,通信设备,33.0377,False,-0.01798415110315307,32.0,48.9,1.0,0.0,58.9,Tier1,,,可直接观察,回测跳过,20240731
000963.SZ,000963,华东医药,20000127,,主板,L,290962781.5,10.652009097801374,化学制药,医药生物,801151.SI,370000,29.19,18.0385,17.3826,2.4458,0.5867,5120882.1126,5110888.741,199227796.20000005,True,0,0,False,False,29.97,25.96,1.6011138183083862,-12.421242124212418,-2.6026026026025995,False,10.652009097801374,1.4255967496190958,10.66,13.55,838303551.41,97.2046,,,7162418058.05,-45.194,4.011,0,5120882.1126,199227796.20000005,1.0,1.5,PASS,False,0.574468085106383,10.66,13.55,8.07,2.59,ESP-Q,18.0385,2.4458,4.011,1.6921669793621013,50.492333333333335,10.0,0.0,29.19,29.97,True,0,50.0,,0.7272727272727273,1,1,100.0,4,2.038466951325102,False,1.6011138183083862,,-0.014095571592360944,False,False,化学制药,2.59,False,-0.508309501314585,22.0,69.4,0.7,0.0,58.58,Tier1,,,可直接观察,回测跳过,20240731
600893.SH,600893,航发动力,19960408,,主板,L,594429769.85,11.873944850872252,航空装备,国防军工,801742.SI,650000,39.76,74.562,71.2111,2.7035,0.8628,10598402.6903,10596536.0378,772663531.8,True,0,0,False,False,41.28,34.78,-0.1255965837729356,11.279037223621602,-3.6821705426356655,False,11.873944850872252,1.4255967496190958,444.82,45.85,105955527.65,68.4226,,,2728324882.03,-1692.2363,0.3916,0,10598402.6903,772663531.8,1.0,1.5,PASS,False,0.8936170212765957,444.82,45.85,5.6899999999999995,444.82,ESP-Q,74.562,2.7035,0.3916,0.16762285868441168,93.3139909090909,0.0,0.0,39.76,41.28,False,0,50.0,,0.8,1,1,100.0,4,2.4054362431371583,False,-0.1255965837729356,,-0.028006305099098044,False,False,航空装备,200.0,True,1.6242325974296818,68.0,78.6,0.7,0.0,55.02,Tier1,,esp_raw_cap_200,可直接观察,回测跳过,20240731
002241.SZ,002241,歌尔股份,20080522,,主板,L,2180654910.8,10.756562017498705,电子制造,电子,801085.SI,270000,21.52,67.5841,54.0137,2.4206,2.9851,7353673.6355,6477463.5358,1601270713.0,True,0,0,False,False,24.0,18.96,0.09302325581395099,33.415995040297595,-10.33333333333334,False,10.756562017498705,1.4255967496190958,1722.92,-47.16,275495406.41,72.5856,,,2362669270.02,399.8992,1.2337,0,7353673.6355,1601270713.0,1.0,1.5,PASS,False,0.5957446808510638,1722.92,-47.16,30.9886,1722.92,ESP-Q,67.5841,2.4206,1.2337,0.03922648759083417,29.512984615384617,0.0,0.0,21.52,24.0,True,0,50.0,,0.8571428571428571,1,1,100.0,5,10.80907628274787,True,0.09302325581395099,,0.006943541602465055,False,False,电子制造,200.0,True,1.7672325139189125,68.0,78.6,0.7,0.0,55.02,Tier1,,esp_raw_cap_200,可直接观察,回测跳过,20240731
